date,temperature,humidity,luminosity
2019-12-11 14:38:03.625,21.4,34.9,185
2019-12-11 14:38:05.902,21.4,34.9,185
2019-12-11 14:38:08.179,21.4,34.9,185
2019-12-11 14:38:10.457,21.4,34.9,185
2019-12-11 14:38:12.734,21.4,34.9,185
2019-12-11 14:38:15.011,21.4,34.9,185
2019-12-11 14:38:17.288,21.4,34.9,185
2019-12-11 14:38:19.565,21.4,34.9,185
2019-12-11 14:38:21.842,21.4,34.9,185
2019-12-11 14:38:24.119,21.4,34.9,185
2019-12-11 14:38:26.393,21.4,34.9,185
2019-12-11 14:38:28.670,21.4,34.9,185
2019-12-11 14:38:30.947,21.4,34.9,185
2019-12-11 14:38:33.224,21.4,35.0,185
2019-12-11 14:38:35.502,21.4,34.9,184
2019-12-11 14:38:37.779,21.4,35.0,185
2019-12-11 14:38:40.056,21.4,35.1,185
2019-12-11 14:38:42.333,21.4,35.2,185
2019-12-11 14:38:44.611,21.4,35.2,185
2019-12-11 14:38:46.887,21.4,35.3,186
2019-12-11 14:38:49.164,21.4,35.3,185
2019-12-11 14:38:51.442,21.4,35.3,185
2019-12-11 14:38:53.720,21.5,35.4,185
2019-12-11 14:38:55.997,21.4,35.3,185
2019-12-11 14:38:58.274,21.4,35.2,186
2019-12-11 14:39:00.552,21.4,35.1,185
2019-12-11 14:39:02.828,21.4,35.1,185
2019-12-11 14:39:05.106,21.4,35.0,185
2019-12-11 14:39:07.383,21.4,35.0,185
2019-12-11 14:39:09.660,21.4,35.0,185
2019-12-11 14:39:11.938,21.4,35.1,185
2019-12-11 14:39:14.215,21.4,35.1,185
2019-12-11 14:39:16.492,21.4,35.0,185
2019-12-11 14:39:18.769,21.4,35.0,185
2019-12-11 14:39:21.046,21.4,35.0,185
2019-12-11 14:39:23.324,21.4,35.0,185
2019-12-11 14:39:25.600,21.4,35.0,185
2019-12-11 14:39:27.878,21.4,35.0,185
2019-12-11 14:39:30.155,21.4,35.0,185
2019-12-11 14:39:32.432,21.4,35.0,184
2019-12-11 14:39:34.709,21.4,35.1,185
2019-12-11 14:39:36.987,21.4,35.1,185
2019-12-11 14:39:39.263,21.4,35.1,185
2019-12-11 14:39:41.541,21.4,35.0,185
2019-12-11 14:39:43.818,21.4,35.0,185
2019-12-11 14:39:46.096,21.4,35.0,186
2019-12-11 14:39:48.373,21.4,35.0,185
2019-12-11 14:39:50.650,21.4,35.0,185
2019-12-11 14:39:52.927,21.4,35.0,185
2019-12-11 14:39:55.204,21.4,35.0,186
2019-12-11 14:39:57.481,21.4,35.1,186
2019-12-11 14:39:59.758,21.4,35.1,185
2019-12-11 14:40:02.036,21.4,35.1,185
2019-12-11 14:40:04.313,21.4,35.1,185
2019-12-11 14:40:06.590,21.4,35.1,185
2019-12-11 14:40:08.868,21.4,35.0,186
2019-12-11 14:40:11.144,21.4,35.0,184
2019-12-11 14:40:13.421,21.4,35.0,185
2019-12-11 14:40:15.699,21.4,35.0,185
2019-12-11 14:40:17.976,21.4,34.9,185
2019-12-11 14:40:20.253,21.4,34.8,185
2019-12-11 14:40:22.530,21.4,34.8,186
2019-12-11 14:40:24.803,21.4,34.8,185
2019-12-11 14:40:27.081,21.4,34.7,185
2019-12-11 14:40:29.358,21.4,34.7,185
2019-12-11 14:40:31.635,21.4,34.7,186
2019-12-11 14:40:33.912,21.4,34.7,185
2019-12-11 14:40:36.190,21.4,34.7,185
2019-12-11 14:40:38.466,21.4,34.7,185
2019-12-11 14:40:40.743,21.4,34.7,185
2019-12-11 14:40:43.020,21.4,34.8,185
2019-12-11 14:40:45.298,21.4,34.8,185
2019-12-11 14:40:47.576,21.4,34.8,186
2019-12-11 14:40:49.852,21.4,34.7,185
2019-12-11 14:40:52.129,21.4,34.7,186
2019-12-11 14:40:54.407,21.4,34.6,185
2019-12-11 14:40:56.684,21.4,34.6,185
2019-12-11 14:40:58.961,21.4,34.6,186
2019-12-11 14:41:01.238,21.4,34.5,185
2019-12-11 14:41:03.515,21.4,34.5,185
2019-12-11 14:41:05.792,21.4,34.5,185
2019-12-11 14:41:08.070,21.4,34.5,186
2019-12-11 14:41:10.351,21.4,34.5,186
2019-12-11 14:41:12.624,21.4,34.5,186
2019-12-11 14:41:14.901,21.4,34.5,185
2019-12-11 14:41:17.178,21.4,34.5,185
2019-12-11 14:41:19.455,21.4,34.5,186
2019-12-11 14:41:21.729,21.4,34.5,186
2019-12-11 14:41:24.005,21.4,34.5,185
2019-12-11 14:41:26.283,21.4,34.5,185
2019-12-11 14:41:28.560,21.4,34.6,185
2019-12-11 14:41:30.837,21.4,34.6,185
2019-12-11 14:41:33.115,21.4,34.7,185
2019-12-11 14:41:35.391,21.4,34.7,184
2019-12-11 14:41:37.669,21.4,34.7,185
2019-12-11 14:41:39.947,21.4,34.8,184
2019-12-11 14:41:42.224,21.5,34.9,185
2019-12-11 14:41:44.500,21.5,34.9,184
2019-12-11 14:41:46.777,21.5,34.9,185
2019-12-11 14:41:49.055,21.5,35.0,186
2019-12-11 14:41:51.332,21.5,35.0,184
2019-12-11 14:41:53.609,21.5,35.0,185
2019-12-11 14:41:55.886,21.5,35.0,186
2019-12-11 14:41:58.164,21.5,34.9,185
2019-12-11 14:42:00.440,21.5,34.9,185
2019-12-11 14:42:02.717,21.5,34.9,185
2019-12-11 14:42:04.995,21.5,34.9,185
2019-12-11 14:42:07.273,21.5,34.9,186
2019-12-11 14:42:09.550,21.5,34.9,186
2019-12-11 14:42:11.827,21.5,34.9,185
2019-12-11 14:42:14.104,21.4,34.7,184
2019-12-11 14:42:16.381,21.5,34.9,185
2019-12-11 14:42:18.659,21.5,34.9,185
2019-12-11 14:42:20.936,21.5,35.0,185
2019-12-11 14:42:23.213,21.5,35.1,186
2019-12-11 14:42:25.490,21.4,35.0,186
2019-12-11 14:42:27.767,21.5,35.2,185
2019-12-11 14:42:30.045,21.5,35.2,185
2019-12-11 14:42:32.321,21.5,35.2,185
2019-12-11 14:42:34.598,21.4,35.2,185
2019-12-11 14:42:36.876,21.4,35.1,185
2019-12-11 14:42:39.153,21.5,35.1,185
2019-12-11 14:42:41.430,21.4,34.9,185
2019-12-11 14:42:43.708,21.4,34.9,184
2019-12-11 14:42:45.984,21.4,34.9,185
2019-12-11 14:42:48.262,21.4,34.8,185
2019-12-11 14:42:50.539,21.4,34.8,185
2019-12-11 14:42:52.816,21.4,34.9,186
2019-12-11 14:42:55.093,21.4,34.9,185
2019-12-11 14:42:57.370,21.4,34.9,185
2019-12-11 14:42:59.647,21.4,34.9,185
2019-12-11 14:43:01.925,21.4,34.9,185
2019-12-11 14:43:04.202,21.4,34.9,186
2019-12-11 14:43:06.480,21.4,34.9,185
2019-12-11 14:43:08.757,21.4,35.0,185
2019-12-11 14:43:11.034,21.4,34.9,184
2019-12-11 14:43:13.307,21.4,35.0,185
2019-12-11 14:43:15.584,21.4,35.0,185
2019-12-11 14:43:17.861,21.4,35.0,185
2019-12-11 14:43:20.138,21.4,35.0,185
